district,mandal,panchayat,num,lon,lat,alt,acc,drumseeded,dup,sort_rand,masked_id
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",39,79.16996330000001,18.4629522,0,1708.374,1,1,.062719472,246
"JAGTIAL","IBRAHIMPATNAM","Dabba",4,78.5519879,18.8794204,324.8,3.9,0,0,.063436843,294
"NAGARKURNOOL","BALMOOR","Kondanagula",2,78.6123812,16.3029975,432.007568359375,4.717,0,0,.064027689,110
"JAGTIAL","IBRAHIMPATNAM","Fakir Kondapur",4,78.63008550000001,18.9508213,255.8,3.9,0,0,.064283542,291
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",10,79.0855273,18.4544227,300,3.9,0,0,.064361177,248
"WANAPARTHY","GHANPUR","Gattukadipally",6,78.02214530000001,16.5702697,328.9,3.767,0,2,.064450175,171
"NAGARKURNOOL","KODAIR","Takur Tanda",5,78.228003,16.2155923,301.710205078125,3.884,1,0,.064814799,118
"WANAPARTHY","PANGAL","Mohammadapur",6,78.0916249,16.2039595,252.03,8.471,1,1,.065268502,180
"NAGARKURNOOL","ACHAMPET","Hazipur",7,78.69357220000001,16.4446352,349.9501953125,3.79,0,2,.065714538,90
"JAGTIAL","METPALLI","Rajeshwar Raopet",4,78.5754436,18.8271024,321.3,3.9,0,0,.066179149,16
"JAGTIAL","DHARMAPURI","Rayapatnam",2,79.13904580000001,18.8991262,167.6,3.9,1,0,.066180088,28
"JAGTIAL","METPALLI","Metlachittapur",3,78.58931029999999,18.7791585,349.9,3.9,0,0,.066355914,335
"JAGTIAL","IBRAHIMPATNAM","Dabba",4,78.5574123,18.8732226,324.1,3.9,0,0,.06642919,296
"KARIMNAGAR","GANNERUVARAM","Pechupally",7,79.0721762,18.3181522,235.3,4.601,0,0,.067789823,237
"JAGTIAL","DHARMAPURI","Jaina",9,79.0826919,19.0155818,180.2,3.9,0,0,.068274528,269
"JAGTIAL","KORUTLA","Dharmaram",2,78.721611,18.8939314,276.3,3.9,0,0,.068304792,307
"JAGTIAL","GOLLAPALLE","Bonkur",11,79.10828840000001,18.8402319,121,6.416,0,1,.068343133,273
"KARIMNAGAR","THIMMAPUR","Parlapally",11,79.21081820000001,18.2775924,293.9,3.9,0,0,.068493694,262
"WANAPARTHY","WEEPANAGANDLA","Bollaram",2,78.19818909999999,16.1468408,241.036,6.1,1,0,.06856291,207
"WANAPARTHY","PANGAL","Mohammadapur",7,78.0916294,16.2039343,252.563,7.89,1,2,.069334768,179
"NAGARKURNOOL","BALMOOR","Banala",5,78.6297684,16.317083,502.5,3,1,0,.069596998,104
"KARIMNAGAR","THIMMAPUR","Parlapally",4,79.21049189999999,18.2773523,296.1,3.9,1,0,.069645435,262
"KARIMNAGAR","GANGADHARA","Sarvareddypally",5,79.0731304,18.6217624,240.9810791015625,4.404,1,2,.069678791,225
"JAGTIAL","KORUTLA","Madhapur",1,78.750756,18.8509851,279,3.9,0,1,.069726199,310
"JAGTIAL","RAIKAL","Alipur",8,78.8781573,18.8546744,280.6,3.9,0,0,.070076004,343
"JAGTIAL","DHARMAPURI","Donur",2,79.0345107,18.9871133,191.7,3.9,0,0,.070499204,17
"NAGARKURNOOL","ACHAMPET","Hazipur",2,78.6961809,16.4385771,361.5218505859375,4.41,1,0,.070984803,91
"NAGARKURNOOL","VELDANDA","Kotra",8,78.5451983,16.6916833,493.3,3.9,0,3,.07147941,163
"KARIMNAGAR","KARIMNAGAR RURAL","Gopalpoor",6,79.16996330000001,18.4629522,0,1271.092,1,2,.071879208,246
"KARIMNAGAR","CHIGURUMAMIDI","Gunukulapalli",2,79.1672549,18.2147398,324.4,3.233,0,0,.072162151,217
"JAGTIAL","IBRAHIMPATNAM","Eradandi",10,78.56499650000001,18.9458916,296,3.9,0,0,.072462298,287
"WANAPARTHY","PANGAL","Mallaipally",3,78.05473499999999,16.2551062,355.7,3.9,1,0,.072742112,184
"NAGARKURNOOL","VELDANDA","Kotra",6,78.5262635,16.7001508,436.7548217773438,4.573,1,2,.072755039,164
"JAGTIAL","JAGTIAL RURAL","Gullapet",6,78.95462430000001,18.8705622,181,3.502,0,0,.072786234,298
"KARIMNAGAR","GANNERUVARAM","Pechupally",3,79.0720195,18.3177372,262,4.285,0,0,.072990611,237
"JAGTIAL","BUGGARAM","Shekalla",6,79.07330779999999,18.8544032,210.1,3.9,0,0,.073014028,268
"KARIMNAGAR","RAMADUGU","Gundi",1,79.0959515,18.6260332,309.9,3.48,0,1,.073475838,252
"JAGTIAL","MEDIPALLE","Ragojipet",1,78.8016928,18.7125162,349.8,3.9,0,0,.073803939,330
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",4,79.04499269999999,18.346981,305.2,3.9,0,0,.073949471,232
"JAGTIAL","IBRAHIMPATNAM","Eradandi",1,78.5642217,18.9467317,284.9,3.9,0,2,.074072823,289
"NAGARKURNOOL","KALWAKURTHY","Raghupati Pet",6,78.4852996,16.520872,343.36279296875,5.404,1,0,.074076064,117
"KARIMNAGAR","GANGADHARA","Sarvareddypally",4,79.0697175,18.6324049,242.6,4.748,0,0,.074413165,223
"KARIMNAGAR","CHIGURUMAMIDI","Gunukulapalli",9,79.167508,18.2145431,319.3,3.52,0,0,.074442394,217
"JAGTIAL","GOLLAPALLE","Rapalli",10,79.0476231,18.8070722,155,4.018,0,0,.074622437,278
"KARIMNAGAR","THIMMAPUR","Parlapally",11,79.2112157,18.2904736,0,104.1,1,1,.074634098,263
"JAGTIAL","GOLLAPALLE","Bonkur",10,79.10827569999999,18.8402249,122,4.1,0,0,.074672371,273
"KARIMNAGAR","GANNERUVARAM","Pechupally",9,79.0723516,18.3178128,235.5,4.357,0,0,.074882738,237
"WANAPARTHY","WEEPANAGANDLA","Bollaram",6,78.19875260000001,16.1399941,234.5,3.9,0,1,.0753714,205
"JAGTIAL","KATHLAPUR","Posanipet",7,78.7031065,18.7067104,345.5,3.9,0,0,.075449087,316
"JAGTIAL","IBRAHIMPATNAM","Fakir Kondapur",10,78.62996939999999,18.9504612,250.8,3.9,0,2,.075547591,291
"PEDDAPALLI","ODELA","Abbidapalli",5,79.4766824,18.4651856,143.3912963867188,3.9,0,0,.07559175,10
"PEDDAPALLI","SULTANABAD","Ramunipalli",4,79.3814067,18.48757,172.1,5.2,1,0,.075831942,370
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",6,77.92963330000001,16.6798027,360.961,7.926,0,0,.075988948,67
"JAGTIAL","GOLLAPALLE","Rapalli",12,79.0478718,18.807109,158,3.935,0,0,.076133691,278
"JAGTIAL","IBRAHIMPATNAM","Ibrahimpatnam",1,78.5637401,18.8977692,302.8,3.52,1,1,.076518305,1
"PEDDAPALLI","PEDDAPALLE","Cheekurai",3,79.36207400000001,18.6311173,153.9,4.66,0,0,.076835632,357
"JAGTIAL","IBRAHIMPATNAM","Eradandi",5,78.5641985,18.9531244,282.3,3.516,0,0,.076965578,288
"NAGARKURNOOL","BALMOOR","Kondanagula",3,78.6120954,16.3246765,480.1,3.074,0,0,.07746198,111
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",7,78.5645425,16.4574188,435.9,3.9,0,0,.077789366,150
"JAGTIAL","KODIMIAL","Sriramulapally",11,78.9413443,18.5897958,290,4.75,0,1,.078724451,303
"MAHABUBNAGAR","JADCHERLA","Nelabanda Thanda",3,78.2991524,16.8529804,0,60,1,0,.078791015,58
"WANAPARTHY","PEBBAIR","Buniyadpur",2,77.99047280000001,16.1713487,232.516,8.997999999999999,1,0,.079112224,188
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Oblaipalle",12,77.87615719999999,16.6625043,143.1999969482422,7.04,0,2,.079531856,63
"KARIMNAGAR","HUZURABAD","Peddapapaiahpalli",3,79.4292635,18.182179,263.9,3.9,0,0,.079745524,238
"KARIMNAGAR","THIMMAPUR","Parlapally",3,79.210207,18.2774383,291.1,3.9,1,0,.079796858,262
"KARIMNAGAR","THIMMAPUR","Mallapur",6,79.21223999999999,18.309884,215.4072265625,4.709,0,2,.079927854,261
"NAGARKURNOOL","LINGAL","Datharam",6,78.48353729999999,16.3180104,358.6048583984375,5.583,0,0,.080231681,128
"JAGTIAL","MALLIAL","Thatipally",2,78.9892146,18.6801804,254,4.224,0,0,.080463044,326
"JAGTIAL","Endapalli","Kothapet",12,79.20278329999999,18.7840625,209,3.9,0,0,.081072107,35
"KARIMNAGAR","GANGADHARA","Gopalraopally",2,78.9560542,18.5670222,304.1,12.1,0,0,.081480786,229
"JAGTIAL","Endapalli","Kothapet",4,79.208536,18.7837994,193.9,3.9,0,1,.081624024,31
"KARIMNAGAR","KARIMNAGAR RURAL","Cherlabuthkur",11,79.2121448,18.4830587,248,3.9,1,0,.081630945,244
"JAGTIAL","GOLLAPALLE","Rapalli",2,79.03482219999999,18.8159373,146,5.5,0,0,.081823491,277
"JAGTIAL","JAGTIAL RURAL","Gullapet",9,78.9663535,18.8550707,169,3.652,0,0,.082363762,300
"KARIMNAGAR","THIMMAPUR","Parlapally",35,79.2182241,18.2861168,246.5999908447266,269.62,1,0,.083135717,263
"KARIMNAGAR","THIMMAPUR","Parlapally",32,79.2112135,18.2904695,0,1672.3,1,0,.08336325,263
"NAGARKURNOOL","KOLLAPUR","Yellur",4,78.35128229999999,16.116892,243.191162109375,3.832,0,0,.083478168,123
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Appampalle",9,77.8105812,16.494425,276.928,5.426,0,0,.083518095,39
"PEDDAPALLI","SULTANABAD","Kandunuripalli",6,79.3316962,18.5498749,151.5,4.501,0,0,.083553627,361
"MAHABUBNAGAR","ADDAKAL","Kandur",1,78.052533,16.5576651,0,4300,0,1,.084353961,46
"PEDDAPALLI","PEDDAPALLE","Kasulapalli",8,79.3184893,18.6815421,0,2299.999,0,0,.085031785,355
"JAGTIAL","BEERPUR","Thungur",2,78.98694380000001,19.0103505,205.3,3.9,0,0,.085496835,266
"KARIMNAGAR","CHOPPADANDI","Rukmapur",1,79.16702239999999,18.5779895,0,2400,0,5,.0858614,219
"PEDDAPALLI","PEDDAPALLE","Cheekurai",2,79.3615908,18.6311604,153,4.802,0,0,.085910484,357
"JAGTIAL","RAIKAL","Alipur",17,78.8776142,18.8546738,277.8,3.9,0,0,.086720899,343
"KARIMNAGAR","SHANKARAPATNAM","Maktha",5,79.30970569999999,18.3050878,252.7,3.46,0,0,.087182209,9
"JAGTIAL","GOLLAPALLE","Vengalapur",6,79.01112550000001,18.8058326,255.4,3.68,0,0,.087186448,282
"JAGTIAL","Endapalli","Kothapet",3,79.2139652,18.7730055,202.9,9.862,0,0,.087578498,32
"JAGTIAL","DHARMAPURI","Donur",6,79.0398174,18.974893,192.8,3.9,0,1,.087653026,15
"JAGTIAL","GOLLAPALLE","Bonkur",2,79.1091972,18.8325445,115,3.506,0,0,.08771266,272
"NAGARKURNOOL","ACHAMPET","Pulazala",3,78.6551942,16.4399617,362.674,5.214,0,0,.087716185,88
"JAGTIAL","RAIKAL","Itkial",5,78.7762467,18.92706,246.3,3.9,0,0,.088097036,340
"NAGARKURNOOL","KOLLAPUR","Chinthalapally",9,78.2557183,16.1197209,236.8721313476563,4.612,1,0,.088345811,125
"NAGARKURNOOL","VANGOOR","Dindichinthalapalle",7,78.6058355,16.5271146,409,3.9,0,0,.08840391,159
"NAGARKURNOOL","BALMOOR","Godal",1,78.5261637,16.3596932,455.5,3.9,0,1,.089425132,101
"KARIMNAGAR","RAMADUGU","Deshrajpalle",6,79.0671005,18.5311152,232.9,5.293,0,1,.090681046,259
"KARIMNAGAR","GANGADHARA","Sarvareddypally",13,79.0719276,18.6226453,240.8924560546875,4.402,0,0,.091074571,222
"NAGARKURNOOL","PEDDAKOTHAPALLE","Sathapur",6,78.3511699,16.2413658,367.1,3.9,1,0,.091222011,134
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Appampalle",8,77.810743,16.4944026,279.425,7.214,0,0,.091258295,39
"PEDDAPALLI","ODELA","Abbidapalli",7,79.47417799999999,18.4668084,241.4,4,0,2,.091452941,13
"PEDDAPALLI","ELIGAID","Shivapalli",2,79.2703863,18.5303228,183.2,7.482,1,0,.09174002,350
"MAHABUBNAGAR","MOOSAPET","Polkampally",6,78.015018,16.617143,333.269,6.365,0,0,.091879025,70
"KARIMNAGAR","THIMMAPUR","Parlapally",20,79.21121580000001,18.2904753,0,192.8,1,3,.09237273,263
"WANAPARTHY","PEBBAIR","Sugur",9,77.9890863,16.1418234,196.4,3.957,0,0,.092536233,5
"MAHABUBNAGAR","NAWABPET","Pomal",3,78.0230826,16.953789,609.8,3.9,1,0,.092652857,73
"NAGARKURNOOL","LINGAL","Ambatpally",2,78.44042039999999,16.2770502,308.979,5.576,1,0,.092979871,126
"KARIMNAGAR","HUZURABAD","Peddapapaiahpalli",2,79.4290688,18.1822672,264.5,3.44,0,0,.094188765,238
"WANAPARTHY","PEBBAIR","Buniyadpur",3,77.9889507,16.1616408,211.607,6.433,1,0,.09428177,186
"WANAPARTHY","WEEPANAGANDLA","Kalwarala",10,78.1356598,16.1619048,343,3.9,1,2,.094836816,197
"WANAPARTHY","WEEPANAGANDLA","Kalwarala",3,78.12956130000001,16.1637859,351.2,3.9,0,0,.094857596,198
"KARIMNAGAR","THIMMAPUR","Parlapally",2,79.21121580000001,18.2904746,0,293.819,1,0,.094889589,263
"JAGTIAL","METPALLI","Athmakur",13,78.6189086,18.7408348,337.9,3.9,0,2,.095024258,24
"PEDDAPALLI","SULTANABAD","Ramunipalli",2,79.3809378,18.4878654,176.8,3.9,1,0,.095598646,370
"KARIMNAGAR","CHIGURUMAMIDI","Sundaragiri",5,79.1974376,18.2119411,334.1,3.9,0,0,.095637269,215
"KARIMNAGAR","MANAKONDUR","Munjampally",10,79.18777420000001,18.381918,195.627197265625,3.84,0,0,.095756963,249
"KARIMNAGAR","RAMADUGU","Deshrajpalle",8,79.0713726,18.5344241,240.5,3.262,0,1,.096038952,256
"JAGTIAL","KATHLAPUR","Posanipet",4,78.7029021,18.7071348,344.6,3.9,0,0,.096674345,316
"NAGARKURNOOL","ACHAMPET","Chandapur",4,78.7170472,16.446134,412.6,3.9,0,0,.096810095,95
"KARIMNAGAR","CHIGURUMAMIDI","Sundaragiri",4,79.1915819,18.1973459,326.4,3.9,1,0,.096977025,214
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",7,77.9297143,16.6798883,356.563,6.973,0,2,.097486064,67
"JAGTIAL","KATHLAPUR","Sirkonda",3,78.7061678,18.7604074,293.4,3.9,0,7,.098237433,313
"JAGTIAL","METPALLI","Rajeshwar Raopet",3,78.5756119,18.827421,318.6,3.9,0,0,.098890103,16
"NAGARKURNOOL","KODAIR","Takur Tanda",4,78.227968,16.2155405,298.70654296875,3.884,1,0,.098988615,118
"JAGTIAL","Endapalli","Kothapet",2,79.20441460000001,18.765524,203.4,3.9,0,0,.099203333,33
"MAHABUBNAGAR","NAWABPET","Karkonda",4,78.033153,16.8390274,542.7,4.507,0,0,.099432252,82
"NAGARKURNOOL","BALMOOR","Banala",8,78.6298108,16.3171225,504.2,3.046,1,0,.099836364,104
"WANAPARTHY","PANGAL","Kothapet",1,78.09600810000001,16.2558024,276.2,4.119,0,1,.10002383,178
"KARIMNAGAR","GANGADHARA","Garshakurthy",4,78.9839508,18.5113355,251.2,4.471,0,0,.10014377,230
"KARIMNAGAR","THIMMAPUR","Parlapally",21,79.21121580000001,18.2904753,0,192.8,1,3,.10019197,263
"JAGTIAL","GOLLAPALLE","Bonkur",5,79.1080949,18.8401985,126,3.983,0,0,.10027318,273
"WANAPARTHY","WEEPANAGANDLA","Bollaram",5,78.1991957,16.1388675,243.781,7.067,1,0,.10057927,204
"MAHABUBNAGAR","BHOOTHPUR","Sheripally(H)",10,78.02274250000001,16.688239,371.7,4.323,0,0,.10103758,47
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",7,77.92958160000001,16.6800302,355.349,10.682,0,2,.10111789,66
"WANAPARTHY","PEBBAIR","Buniyadpur",8,77.9885015,16.1616401,212.514,14.322,1,2,.10178486,186
"WANAPARTHY","GOPALPET","Munnanoor",3,78.11664327979088,16.35504898939256,0,0,0,0,.10207713,172
"MAHABUBNAGAR","NAWABPET","Karkonda",3,78.0475187,16.8426277,558.5,3.657,0,0,.10255224,80
"WANAPARTHY","PEBBAIR","Buniyadpur",7,77.9906165,16.1712741,234.79,6.261,1,2,.10264807,188
"JAGTIAL","KATHLAPUR","Sirkonda",15,78.7021087,18.7771854,328.2,3.9,1,2,.10288231,314
"KARIMNAGAR","GANGADHARA","Garshakurthy",5,78.96278839999999,18.5136011,339.3,3.9,0,0,.10306781,241
"JAGTIAL","JAGTIAL RURAL","Gullapet",16,78.9555228,18.8705727,186,3.867,0,0,.10336819,298
"KARIMNAGAR","CHOPPADANDI","Rukmapur",6,79.16702239999999,18.5779895,0,2400,1,14,.10338438,219
"JAGTIAL","PEGADAPALLE","Domalakunta",4,79.00834999999999,18.6986657,287.5,3.9,1,0,.10344176,338
"NAGARKURNOOL","VANGOOR","Dindichinthalapalle",3,78.6061717,16.526505,406.2,5.9,0,0,.10385342,159
"WANAPARTHY","WEEPANAGANDLA","Kalwarala",3,78.1265236,16.160241,336.2,3.9,0,0,.10439155,201
"MAHABUBNAGAR","ADDAKAL","Kandur",6,77.9704334,16.5420776,313.507,7.866,0,2,.10456163,45
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",7,79.0851933,18.4548154,289.8,3.533,0,0,.10462467,247
"JAGTIAL","GOLLAPALLE","Rapalli",2,79.0479351,18.8075474,163,8.6,0,0,.10513271,278
"WANAPARTHY","PEDDAMANDADI","Peddamandadi",10,78.01734209999999,16.4302691,294.457,12.699,1,2,.10513654,189
"JAGTIAL","Endapalli","Kothapet",8,79.20307819999999,18.7842169,205.9,3.9,0,0,.105236,35
"MAHABUBNAGAR","DEVARKADARA","Laxmipalle",3,77.9243237,16.6257215,334.603,5.628,0,0,.10529643,42
"NAGARKURNOOL","VELDANDA","Peddapur",7,78.5210029,16.7961985,413.9135131835938,5.117,1,1,.105659,162
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",11,78.550393,16.4578004,359.2681884765625,3.881,0,0,.10614361,152
"PEDDAPALLI","SULTANABAD","Garrepalli",5,79.2591347,18.4887607,247.8,3.9,0,0,.10670162,360
"WANAPARTHY","PEBBAIR","Sugur",8,77.98908900000001,16.1418243,196,3.936,0,0,.1067921,5
"WANAPARTHY","PEBBAIR","Buniyadpur",2,77.9891883,16.1669265,220.236,4.636,0,0,.10692897,185
"KARIMNAGAR","GANGADHARA","Sarvareddypally",2,79.0728214,18.6216864,238.7098388671875,4.43,1,0,.1072949,225
"NAGARKURNOOL","UPPUNUNTHALA","Marripally",17,78.5653566,16.4572517,433.9,3.9,0,0,.10730342,150
"MAHABUBNAGAR","DEVARKADARA","Laxmipalle",4,77.92434059999999,16.625742,334.342,5.183,0,0,.10806885,42
"KARIMNAGAR","MANAKONDUR","Munjampally",5,79.1877171,18.3820375,190.698974609375,4.072,0,0,.10818343,249
"KARIMNAGAR","KOTHAPALLY","Chinthakunta",4,79.0851933,18.4548157,289.8,3.9,0,0,.10855657,247
"NAGARKURNOOL","VANGOOR","Kondareddipalle",5,78.5768096,16.6381929,372.9390258789063,3.995,0,0,.10859092,155
"KARIMNAGAR","CHIGURUMAMIDI","Lambadipalli",12,79.17075319999999,18.2275223,317.5,3.9,0,0,.10862295,211
"JAGTIAL","DHARMAPURI","Donur",1,79.0308581,18.9878943,193.5,3.9,0,0,.10876715,22
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Kodur",1,77.9132599,16.6862392,350.047,7.682,0,2,.10951515,68
"JAGTIAL","RAIKAL","Itkial",4,78.7774881,18.9154567,243.6,3.9,0,0,.11048268,341
"KARIMNAGAR","GANNERUVARAM","Kasimpeta",6,79.0486753,18.3528978,297.8,3.9,0,0,.11056341,234
"JAGTIAL","JAGTIAL RURAL","Gullapet",4,78.9668921,18.8551645,167,4.333,0,0,.11076406,300
"PEDDAPALLI","ANTHERGAON","Akenapalli",4,79.3698461,18.7942551,90.40000000000001,4.345,0,0,.11089377,349
"KARIMNAGAR","GANGADHARA","Sarvareddypally",8,79.0699614,18.6322475,246.5,4.593,0,0,.1108963,223
"KARIMNAGAR","THIMMAPUR","Parlapally",5,79.2106782,18.2773187,294.4,3.9,1,0,.11132211,262
"JAGTIAL","GOLLAPALLE","Bonkur",6,79.10814360000001,18.840178,126,3.98,0,0,.1114271,273
"PEDDAPALLI","SRIRAMPUR","Madipalli Colony",1,79.4551592,18.5224686,134.6,3.9,0,1,.1118148,14
"JAGTIAL","RAIKAL","Alipur",16,78.87761519999999,18.8546857,277.9,3.9,0,0,.1121966,343
"JAGTIAL","Endapalli","Kothapet",9,79.2048308,18.7661889,201.8,3.9,0,3,.11230243,37
"KARIMNAGAR","CHOPPADANDI","Rukmapur",2,79.16702239999999,18.5779895,0,2400,1,14,.11310287,219
"KARIMNAGAR","CHOPPADANDI","Rukmapur",7,79.16702239999999,18.5779895,0,2400,1,14,.11352225,219
"JAGTIAL","GOLLAPALLE","Rapalli",6,79.0341543,18.8061871,156,4.941,0,0,.11369769,281
"KARIMNAGAR","SHANKARAPATNAM","Maktha",1,79.3095611,18.3012571,248.5,3.781,0,2,.11369901,7
"JAGTIAL","GOLLAPALLE","Thirumalapur",6,79.08495480000001,18.7689045,217,3.9,0,1,.11440276,285
"JAGTIAL","GOLLAPALLE","Vengalapur",10,79.0151707,18.8095915,210,4.6,0,2,.11444725,284
"KARIMNAGAR","MANAKONDUR","Munjampally",2,79.1887514,18.3814604,229.5,3.9,0,1,.11461988,250
"KARIMNAGAR","CHOPPADANDI","Rukmapur",14,79.16702239999999,18.5779895,0,2400,1,14,.11476961,219
"JAGTIAL","MALLAPUR","Sirpoor",39,78.6853936,18.9332926,293.2,3.9,1,1,.11582036,318
"KARIMNAGAR","GANNERUVARAM","Pechupally",1,79.07239010000001,18.317747,262,5.745,0,1,.11592884,237
"NAGARKURNOOL","BALMOOR","Banala",7,78.629806,16.3173297,498,3.006,1,0,.11593101,107
"NAGARKURNOOL","ACHAMPET","Pulazala",2,78.6551048,16.4399821,364.539,6.175,0,0,.11631069,88
"WANAPARTHY","GHANPUR","Venkatampally",6,78.04268829999999,16.5901119,340.5,4.182,1,0,.11631285,170
"WANAPARTHY","AMARCHINTHA","Nagalkadumur",4,77.7239763,16.4184194,264,4.244,1,0,.11649667,169
"KARIMNAGAR","THIMMAPUR","Parlapally",7,79.21121650000001,18.2904737,0,281.36,1,0,.11690105,263
"PEDDAPALLI","ODELA","Abbidapalli",11,79.47285530000001,18.469415,264.7,7.64,0,1,.11714397,11
"JAGTIAL","GOLLAPALLE","Thirumalapur",4,79.0879754,18.7765097,211.6,3.46,0,0,.11716878,286
"WANAPARTHY","GHANPUR","Gattukadipally",3,78.02623003721237,16.57806620596962,0,0,0,0,.11717018,171
"NAGARKURNOOL","LINGAL","Datharam",3,78.47912100000001,16.3180082,354.357,3.918,0,0,.11723129,129
"NAGARKURNOOL","VANGOOR","Sarvareddipalle",1,78.65541140000001,16.6144178,335.4683837890625,3.9,1,0,.11725444,156
"WANAPARTHY","PEBBAIR","Buniyadpur",6,77.988702,16.1671179,219.324,8.321,0,2,.11789689,185
"WANAPARTHY","AMARCHINTHA","Chandranaik Thanda",2,77.7789483,16.3781234,258.8,5.225,0,0,.11815422,167
"NAGARKURNOOL","PENTLAVELLI","Kondoor",2,78.217304,16.0926556,192.788,12.555,1,0,.11839613,140
"NAGARKURNOOL","BALMOOR","Banala",2,78.6331934,16.3153625,488.9,3.025,0,0,.11883292,106
"NAGARKURNOOL","PEDDAKOTHAPALLE","Kalwakole",1,78.3102233,16.1756883,338.4,1.74,1,1,.11888476,138
"NAGARKURNOOL","ACHAMPET","Pulazala",6,78.6613437,16.4435484,442.6,3,0,0,.11889546,86
"KARIMNAGAR","GANGADHARA","Sarvareddypally",12,79.0719242,18.6225321,239.8712158203125,4.072,0,0,.11967096,222
"JAGTIAL","METPALLI","Rajeshwar Raopet",4,78.5703302,18.8216083,330.2,3.9,0,0,.11977988,20
"MAHABUBNAGAR","JADCHERLA","Nelabanda Thanda",4,78.2991524,16.8529799,0,72.90000000000001,1,0,.12109931,58
"KARIMNAGAR","CHIGURUMAMIDI","Lambadipalli",10,79.17837,18.2166583,335.3,3.9,0,0,.12115909,210
"MAHABUBNAGAR","CHINNA CHINTHA KUNTA","Pallamarri",5,77.78615120000001,16.5554878,0,2599.999,0,10,.12122909,51
"JAGTIAL","GOLLAPALLE","Bonkur",9,79.1086957,18.8326091,115,4,0,1,.12124258,275
"MAHABUBNAGAR","NAWABPET","Karkonda",6,78.04769330000001,16.8425607,558.5,4.187,0,0,.12134247,80
"KARIMNAGAR","RAMADUGU","Vedira",6,79.0319576,18.5237841,235,3.842,0,0,.12149321,253
"MAHABUBNAGAR","NAWABPET","Kishanguda",7,78.0798369,16.9485349,542.0999999999999,3.9,0,1,.12156856,75
"NAGARKURNOOL","BALMOOR","Kondanagula",4,78.6121167,16.3247333,478,1560.501,0,0,.12188221,111
"NAGARKURNOOL","KOLLAPUR","Chinthalapally",7,78.2704878,16.1193108,231.24462890625,3.879,0,1,.12193974,120
"MAHABUBNAGAR","MAHABUBNAGAR RURAL","Machanpalle Tanda",2,77.93563829999999,16.7506958,461.9,4.469,0,0,.12225787,61
"JAGTIAL","METPALLI","Rajeshwar Raopet",5,78.5737665,18.8217913,328.5,3.44,0,0,.12347207,19
"JAGTIAL","METPALLI","Metlachittapur",4,78.58515509999999,18.7942721,339.7,3.9,0,0,.12401814,334
"KARIMNAGAR","GANGADHARA","Garshakurthy",5,78.98360529999999,18.5113198,255.2,4.512,0,0,.12405693,230
"JAGTIAL","Endapalli","Godishelapet",6,79.228689,18.783742,178.7,3.9,0,1,.12408309,348
"JAGTIAL","Endapalli","Kothapet",2,79.205225,18.7667532,202.4,3.9,0,0,.12433097,36
"MAHABUBNAGAR","HANWADA","Gudimalakapur",1,77.970105,16.8402751,498.8,5.561,0,2,.12435098,56
"JAGTIAL","Endapalli","Kothapet",8,79.2078837,18.7725454,214.4,4.52,0,1,.12435978,30
"JAGTIAL","KATHLAPUR","Sirkonda",5,78.7010466,18.7655247,314.2,3.9,0,0,.12463403,315
"JAGTIAL","JAGTIAL RURAL","Thatipally",6,78.84021079999999,18.8025209,229,2200,0,0,.12492173,302
"WANAPARTHY","WANAPARTHY","Chimanguntapally",5,78.10147929999999,16.4280577,419,3.9,1,1,.12571251,2
"KARIMNAGAR","JAMMIKUNTA","Madipally",4,79.4864802,18.2712007,231.8,3.9,1,0,.12582345,239
"PEDDAPALLI","ODELA","Jeelakunta",8,79.4750437,18.4339933,141.3,4.596,0,0,.12584411,26
"JAGTIAL","GOLLAPALLE","Vengalapur",7,79.0153016,18.8094994,219.8,4.16,0,0,.12640607,284
"NAGARKURNOOL","VELDANDA","Peddapur",3,78.5210695,16.7962126,416.886962890625,4.459,1,0,.12679571,162
"JAGTIAL","MALLAPUR","Sirpoor",23,78.6852828,18.9333573,289.6,3.9,1,0,.12740359,318
"KARIMNAGAR","THIMMAPUR","Nusthulapur",6,79.1726656,18.3331057,0,1100,1,1,.12753631,260
"NAGARKURNOOL","ACHAMPET","Lingotam",9,78.59955890000001,16.4093985,448,3,1,0,.12791856,85
"JAGTIAL","IBRAHIMPATNAM","Eradandi",7,78.5642773,18.9467412,293.6,3.52,0,0,.12851733,289
"PEDDAPALLI","MANTHANI","Kakarlapalli",9,79.6531928,18.6047238,0,4199.999,1,5,.12862137,353
"JAGTIAL","MALLAPUR","Sirpoor",7,78.68542669999999,18.933385,298.8,3.9,1,1,.12867451,319
